Date,Time,,Temp,Weather,Wind,,Humidity,Barometer,Visibility
2020-01-07,"00:00 Tue, 7 Jan",,21 °C,Scattered showers. Passing clouds.,17 km/h,↑,94%,1018 mbar,N/A
2020-01-07,00:30,,21 °C,Scattered showers. Passing clouds.,No wind,↑,94%,1018 mbar,N/A
2020-01-07,01:00,,22 °C,Passing clouds.,6 km/h,↑,88%,1018 mbar,9 km
2020-01-07,01:30,,21 °C,Sprinkles. Passing clouds.,13 km/h,↑,94%,1018 mbar,6 km
2020-01-07,02:00,,21 °C,Partly cloudy.,7 km/h,↑,94%,1017 mbar,7 km
2020-01-07,02:17,,21 °C,Passing clouds.,No wind,↑,94%,1016 mbar,N/A
2020-01-07,02:30,,21 °C,Scattered showers. Partly cloudy.,No wind,↑,94%,1016 mbar,N/A
2020-01-07,03:00,,21 °C,Partly cloudy.,No wind,↑,94%,1015 mbar,N/A
2020-01-07,03:30,,21 °C,Scattered showers. Passing clouds.,No wind,↑,94%,1015 mbar,N/A
2020-01-07,04:00,,21 °C,Scattered showers. Passing clouds.,15 km/h,↑,94%,1015 mbar,N/A
2020-01-07,04:30,,21 °C,Scattered showers. Passing clouds.,20 km/h,↑,94%,1015 mbar,N/A
2020-01-07,05:00,,20 °C,Scattered showers. Passing clouds.,13 km/h,↑,94%,1016 mbar,N/A
2020-01-07,05:30,,21 °C,Passing clouds.,No wind,↑,94%,1015 mbar,N/A
2020-01-07,06:12,,21 °C,Broken clouds.,13 km/h,↑,94%,1015 mbar,N/A
2020-01-07,06:30,,21 °C,Broken clouds.,17 km/h,↑,88%,1015 mbar,N/A
2020-01-07,07:00,,21 °C,Broken clouds.,19 km/h,↑,88%,1016 mbar,N/A
2020-01-07,07:30,,22 °C,Scattered showers. Partly sunny.,9 km/h,↑,83%,1016 mbar,N/A
2020-01-07,08:00,,23 °C,Drizzle. Broken clouds.,15 km/h,↑,78%,1015 mbar,N/A
2020-01-07,08:30,,24 °C,Scattered showers. Broken clouds.,9 km/h,↑,78%,1015 mbar,N/A
2020-01-07,09:00,,24 °C,Sprinkles. Broken clouds.,11 km/h,↑,78%,1015 mbar,N/A
2020-01-07,09:30,,23 °C,Broken clouds.,19 km/h,↑,78%,1015 mbar,N/A
2020-01-07,10:00,,24 °C,Sunny.,20 km/h,↑,78%,1014 mbar,16 km
2020-01-07,10:30,,26 °C,Sunny.,9 km/h,↑,70%,1014 mbar,16 km
2020-01-07,11:00,,27 °C,Sunny.,13 km/h,↑,66%,1014 mbar,16 km
2020-01-07,11:30,,26 °C,Sunny.,15 km/h,↑,65%,1013 mbar,16 km
2020-01-07,12:00,,28 °C,Sunny.,15 km/h,↑,58%,1013 mbar,16 km
2020-01-07,12:30,,28 °C,Sunny.,24 km/h,↑,58%,1013 mbar,16 km
2020-01-07,13:00,,28 °C,Sunny.,19 km/h,↑,58%,1013 mbar,16 km
2020-01-07,13:30,,28 °C,Sunny.,20 km/h,↑,62%,1012 mbar,16 km
2020-01-07,14:00,,29 °C,Sunny.,20 km/h,↑,58%,1012 mbar,16 km
2020-01-07,14:30,,29 °C,Sunny.,24 km/h,↑,58%,1011 mbar,16 km
2020-01-07,15:00,,27 °C,Sunny.,28 km/h,↑,66%,1011 mbar,16 km
2020-01-07,15:30,,27 °C,Sunny.,28 km/h,↑,70%,1010 mbar,16 km
2020-01-07,16:00,,27 °C,Sunny.,32 km/h,↑,70%,1010 mbar,16 km
2020-01-07,16:30,,28 °C,Sunny.,26 km/h,↑,62%,1010 mbar,16 km
2020-01-07,17:00,,28 °C,Sunny.,26 km/h,↑,62%,1009 mbar,16 km
2020-01-07,17:30,,28 °C,Sunny.,22 km/h,↑,62%,1009 mbar,16 km
2020-01-07,18:00,,27 °C,Sunny.,26 km/h,↑,66%,1009 mbar,16 km
2020-01-07,18:30,,27 °C,Sunny.,28 km/h,↑,66%,1010 mbar,16 km
2020-01-07,19:00,,26 °C,Clear.,33 km/h,↑,74%,1010 mbar,9 km
2020-01-07,19:30,,26 °C,Sunny.,35 km/h,↑,79%,1010 mbar,16 km
2020-01-07,20:00,,25 °C,Sunny.,26 km/h,↑,79%,1010 mbar,16 km
2020-01-07,20:30,,25 °C,Clear.,17 km/h,↑,79%,1011 mbar,16 km
2020-01-07,21:00,,24 °C,Clear.,24 km/h,↑,83%,1011 mbar,16 km
2020-01-07,21:30,,25 °C,Clear.,9 km/h,↑,79%,1012 mbar,16 km
2020-01-07,22:00,,24 °C,Clear.,13 km/h,↑,83%,1012 mbar,16 km
2020-01-07,22:30,,24 °C,Passing clouds.,17 km/h,↑,83%,1012 mbar,N/A
2020-01-07,23:00,,24 °C,Passing clouds.,20 km/h,↑,83%,1013 mbar,N/A
2020-01-07,23:30,,24 °C,Passing clouds.,26 km/h,↑,89%,1013 mbar,9 km
2020-01-08,"00:00 Wed, 8 Jan",,23 °C,Sprinkles. Partly cloudy.,17 km/h,↑,94%,1013 mbar,N/A
2020-01-08,00:38,,23 °C,Thunderstorms. Partly cloudy.,19 km/h,↑,89%,1013 mbar,8 km
2020-01-08,01:00,,23 °C,Thunderstorms. Partly cloudy.,17 km/h,↑,94%,1012 mbar,6 km
2020-01-08,01:30,,23 °C,Sprinkles. Partly cloudy.,22 km/h,↑,94%,1012 mbar,8 km
2020-01-08,02:00,,23 °C,Passing clouds.,26 km/h,↑,89%,1013 mbar,6 km
2020-01-08,02:30,,22 °C,Fog.,26 km/h,↑,94%,1013 mbar,5 km
2020-01-08,03:00,,22 °C,Fog.,28 km/h,↑,94%,1012 mbar,4 km
2020-01-08,03:30,,22 °C,Fog.,32 km/h,↑,88%,1012 mbar,4 km
2020-01-08,04:00,,21 °C,Fog.,28 km/h,↑,94%,1012 mbar,3 km
2020-01-08,04:30,,22 °C,Fog.,30 km/h,↑,88%,1013 mbar,3 km
2020-01-08,05:00,,21 °C,Fog.,32 km/h,↑,94%,1013 mbar,3 km
2020-01-08,05:30,,22 °C,Fog.,30 km/h,↑,88%,1013 mbar,3 km
2020-01-08,06:00,,22 °C,Fog.,28 km/h,↑,88%,1014 mbar,2 km
2020-01-08,06:13,,22 °C,Fog.,28 km/h,↑,88%,1014 mbar,2 km
2020-01-08,06:30,,21 °C,Fog.,28 km/h,↑,88%,1014 mbar,2 km
2020-01-08,07:00,,21 °C,Fog.,32 km/h,↑,88%,1014 mbar,3 km
2020-01-08,07:23,,21 °C,Smoke.,30 km/h,↑,88%,1015 mbar,2 km
2020-01-08,07:30,,22 °C,Smoke.,30 km/h,↑,83%,1015 mbar,2 km
2020-01-08,08:00,,22 °C,Smoke.,30 km/h,↑,83%,1015 mbar,2 km
2020-01-08,08:30,,22 °C,Smoke.,30 km/h,↑,83%,1015 mbar,2 km
2020-01-08,09:00,,22 °C,Smoke.,32 km/h,↑,83%,1015 mbar,2 km
2020-01-08,09:30,,22 °C,Smoke.,32 km/h,↑,83%,1015 mbar,2 km
2020-01-08,10:00,,23 °C,Smoke.,35 km/h,↑,78%,1015 mbar,2 km
2020-01-08,10:30,,23 °C,Smoke.,33 km/h,↑,78%,1015 mbar,2 km
2020-01-08,11:00,,23 °C,Smoke.,33 km/h,↑,78%,1015 mbar,2 km
2020-01-08,12:00,,24 °C,Smoke.,37 km/h,↑,78%,1015 mbar,3 km
2020-01-08,12:30,,23 °C,Smoke.,37 km/h,↑,83%,1015 mbar,3 km
2020-01-08,13:00,,24 °C,Smoke.,37 km/h,↑,78%,1015 mbar,3 km
2020-01-08,13:30,,24 °C,Smoke.,35 km/h,↑,78%,1015 mbar,3 km
2020-01-08,14:00,,24 °C,Smoke.,35 km/h,↑,74%,1014 mbar,3 km
2020-01-08,14:30,,23 °C,Smoke.,35 km/h,↑,83%,1014 mbar,4 km
2020-01-08,15:04,,23 °C,Smoke.,35 km/h,↑,78%,1014 mbar,3 km
2020-01-08,15:30,,23 °C,Smoke.,39 km/h,↑,78%,1014 mbar,2 km
2020-01-08,16:00,,23 °C,Smoke.,41 km/h,↑,78%,1014 mbar,2 km
2020-01-08,16:30,,23 °C,Smoke.,39 km/h,↑,78%,1013 mbar,2 km
2020-01-08,17:00,,23 °C,Smoke.,35 km/h,↑,78%,1013 mbar,2 km
2020-01-08,17:30,,23 °C,Smoke.,32 km/h,↑,78%,1014 mbar,2 km
2020-01-08,18:00,,23 °C,Smoke.,32 km/h,↑,83%,1014 mbar,2 km
2020-01-08,18:30,,22 °C,Smoke.,35 km/h,↑,83%,1014 mbar,2 km
2020-01-08,19:00,,22 °C,Smoke.,35 km/h,↑,83%,1014 mbar,3 km
2020-01-08,20:00,,22 °C,Smoke.,32 km/h,↑,88%,1016 mbar,3 km
2020-01-08,20:30,,22 °C,Smoke.,35 km/h,↑,88%,1016 mbar,3 km
2020-01-08,21:00,,22 °C,Smoke.,32 km/h,↑,83%,1016 mbar,3 km
2020-01-08,21:30,,22 °C,Smoke.,33 km/h,↑,83%,1017 mbar,3 km
2020-01-08,22:00,,22 °C,Smoke.,32 km/h,↑,83%,1017 mbar,4 km
2020-01-08,22:30,,22 °C,Smoke.,28 km/h,↑,83%,1017 mbar,4 km
2020-01-08,23:00,,22 °C,Smoke.,28 km/h,↑,83%,1017 mbar,5 km
2020-01-08,23:30,,22 °C,Smoke.,20 km/h,↑,83%,1017 mbar,5 km
2020-01-09,"00:00 Thu, 9 Jan",,22 °C,Smoke.,15 km/h,↑,78%,1017 mbar,5 km
2020-01-09,00:30,,22 °C,Mild.,17 km/h,↑,78%,1017 mbar,6 km
2020-01-09,01:00,,22 °C,Mild.,17 km/h,↑,78%,1016 mbar,6 km
2020-01-09,01:30,,22 °C,Mild.,19 km/h,↑,78%,1016 mbar,6 km
2020-01-09,02:00,,22 °C,Mild.,19 km/h,↑,78%,1016 mbar,7 km
2020-01-09,02:30,,22 °C,Mild.,15 km/h,↑,78%,1016 mbar,8 km
2020-01-09,03:00,,21 °C,Mild.,19 km/h,↑,83%,1016 mbar,8 km
2020-01-09,03:30,,22 °C,Passing clouds.,26 km/h,↑,83%,1015 mbar,N/A
2020-01-09,04:00,,22 °C,Passing clouds.,26 km/h,↑,83%,1015 mbar,N/A
2020-01-09,04:30,,22 °C,Passing clouds.,28 km/h,↑,83%,1015 mbar,N/A
2020-01-09,05:00,,22 °C,Partly cloudy.,30 km/h,↑,83%,1015 mbar,N/A
2020-01-09,05:30,,21 °C,Partly cloudy.,26 km/h,↑,88%,1016 mbar,N/A
2020-01-09,06:00,,22 °C,Broken clouds.,30 km/h,↑,88%,1016 mbar,N/A
2020-01-09,06:16,,22 °C,Broken clouds.,28 km/h,↑,83%,1016 mbar,N/A
2020-01-09,06:30,,22 °C,Drizzle. Broken clouds.,30 km/h,↑,83%,1017 mbar,N/A
2020-01-09,07:00,,21 °C,Broken clouds.,26 km/h,↑,88%,1017 mbar,N/A
2020-01-09,07:30,,21 °C,Broken clouds.,24 km/h,↑,88%,1017 mbar,N/A
2020-01-09,08:00,,22 °C,Scattered showers. Broken clouds.,26 km/h,↑,83%,1017 mbar,N/A
2020-01-09,08:30,,21 °C,Broken clouds.,22 km/h,↑,88%,1018 mbar,N/A
2020-01-09,09:00,,21 °C,Broken clouds.,24 km/h,↑,88%,1018 mbar,N/A
2020-01-09,09:30,,21 °C,Broken clouds.,24 km/h,↑,88%,1018 mbar,N/A
2020-01-09,10:00,,22 °C,Broken clouds.,22 km/h,↑,83%,1018 mbar,N/A
2020-01-09,10:30,,22 °C,Broken clouds.,28 km/h,↑,78%,1018 mbar,N/A
2020-01-09,11:00,,22 °C,Broken clouds.,28 km/h,↑,83%,1018 mbar,N/A
2020-01-09,12:00,,23 °C,Broken clouds.,30 km/h,↑,78%,1018 mbar,N/A
2020-01-09,12:30,,24 °C,Partly sunny.,28 km/h,↑,74%,1017 mbar,N/A
2020-01-09,13:00,,23 °C,Broken clouds.,30 km/h,↑,74%,1017 mbar,N/A
2020-01-09,13:30,,24 °C,Broken clouds.,32 km/h,↑,74%,1017 mbar,N/A
2020-01-09,14:00,,24 °C,Broken clouds.,28 km/h,↑,74%,1017 mbar,N/A
2020-01-09,14:30,,25 °C,Broken clouds.,26 km/h,↑,69%,1017 mbar,N/A
2020-01-09,15:00,,23 °C,Broken clouds.,32 km/h,↑,78%,1016 mbar,N/A
2020-01-09,15:30,,24 °C,Broken clouds.,28 km/h,↑,74%,1016 mbar,N/A
2020-01-09,16:00,,23 °C,Broken clouds.,28 km/h,↑,83%,1016 mbar,N/A
2020-01-09,16:30,,23 °C,Broken clouds.,30 km/h,↑,78%,1016 mbar,N/A
2020-01-09,17:00,,23 °C,Broken clouds.,28 km/h,↑,83%,1015 mbar,N/A
2020-01-09,17:30,,23 °C,Broken clouds.,28 km/h,↑,83%,1015 mbar,N/A
2020-01-09,18:00,,23 °C,Partly sunny.,24 km/h,↑,83%,1015 mbar,N/A
2020-01-09,18:30,,22 °C,Broken clouds.,19 km/h,↑,88%,1015 mbar,N/A
2020-01-09,19:00,,22 °C,Broken clouds.,24 km/h,↑,88%,1016 mbar,N/A
2020-01-09,19:30,,22 °C,Partly sunny.,24 km/h,↑,88%,1015 mbar,N/A
2020-01-09,20:00,,22 °C,Partly sunny.,19 km/h,↑,88%,1016 mbar,N/A
2020-01-09,20:30,,22 °C,Passing clouds.,19 km/h,↑,88%,1016 mbar,N/A
2020-01-09,21:00,,22 °C,Partly cloudy.,15 km/h,↑,88%,1016 mbar,N/A
2020-01-09,21:30,,22 °C,Partly cloudy.,15 km/h,↑,88%,1016 mbar,N/A
2020-01-09,22:00,,22 °C,Partly cloudy.,15 km/h,↑,88%,1016 mbar,N/A
2020-01-09,22:30,,22 °C,Scattered showers. Partly cloudy.,13 km/h,↑,88%,1016 mbar,N/A
2020-01-09,23:00,,22 °C,Partly cloudy.,13 km/h,↑,88%,1016 mbar,N/A
2020-01-09,23:30,,22 °C,Partly cloudy.,4 km/h,↑,88%,1016 mbar,N/A
2020-01-10,"00:00 Fri, 10 Jan",,22 °C,Partly cloudy.,11 km/h,↑,88%,1016 mbar,N/A
2020-01-10,00:30,,22 °C,Partly cloudy.,9 km/h,↑,88%,1015 mbar,N/A
2020-01-10,01:00,,22 °C,Partly cloudy.,9 km/h,↑,88%,1015 mbar,N/A
2020-01-10,01:30,,22 °C,Partly cloudy.,2 km/h,↑,88%,1015 mbar,N/A
2020-01-10,02:00,,22 °C,Partly cloudy.,7 km/h,↑,88%,1014 mbar,N/A
2020-01-10,02:30,,22 °C,Partly cloudy.,7 km/h,↑,88%,1014 mbar,N/A
2020-01-10,03:00,,22 °C,Partly cloudy.,2 km/h,↑,88%,1014 mbar,N/A
2020-01-10,03:30,,22 °C,Overcast.,No wind,↑,88%,1013 mbar,N/A
2020-01-10,04:00,,22 °C,Passing clouds.,No wind,↑,88%,1013 mbar,N/A
2020-01-10,04:30,,22 °C,Passing clouds.,No wind,↑,88%,1013 mbar,N/A
2020-01-10,05:00,,22 °C,Sprinkles. Partly cloudy.,No wind,↑,83%,1013 mbar,N/A
2020-01-10,05:09,,23 °C,Sprinkles. Passing clouds.,No wind,↑,83%,1013 mbar,N/A
2020-01-10,05:30,,23 °C,Partly cloudy.,No wind,↑,83%,1013 mbar,N/A
2020-01-10,06:00,,23 °C,Overcast.,No wind,↑,83%,1013 mbar,N/A
2020-01-10,06:30,,24 °C,Overcast.,No wind,↑,78%,1013 mbar,N/A
2020-01-10,07:00,,24 °C,Overcast.,No wind,↑,78%,1013 mbar,N/A
2020-01-10,07:30,,24 °C,Overcast.,7 km/h,↑,78%,1014 mbar,N/A
2020-01-10,08:00,,25 °C,More clouds than sun.,9 km/h,↑,74%,1014 mbar,N/A
2020-01-10,08:30,,25 °C,More clouds than sun.,13 km/h,↑,74%,1013 mbar,N/A
2020-01-10,09:00,,26 °C,Broken clouds.,15 km/h,↑,70%,1013 mbar,N/A
2020-01-10,09:30,,26 °C,Broken clouds.,24 km/h,↑,70%,1013 mbar,N/A
2020-01-10,10:00,,27 °C,Partly sunny.,24 km/h,↑,66%,1012 mbar,N/A
2020-01-10,10:30,,27 °C,Partly sunny.,28 km/h,↑,70%,1012 mbar,N/A
2020-01-10,11:00,,27 °C,Scattered clouds.,32 km/h,↑,66%,1011 mbar,N/A
2020-01-10,11:30,,28 °C,Passing clouds.,33 km/h,↑,62%,1011 mbar,N/A
2020-01-10,12:00,,29 °C,Passing clouds.,35 km/h,↑,58%,1010 mbar,N/A
2020-01-10,12:30,,30 °C,Passing clouds.,35 km/h,↑,55%,1009 mbar,N/A
2020-01-10,13:00,,30 °C,Passing clouds.,37 km/h,↑,55%,1009 mbar,N/A
2020-01-10,13:30,,29 °C,Sunny.,37 km/h,↑,55%,1008 mbar,16 km
2020-01-10,14:00,,30 °C,Sunny.,33 km/h,↑,55%,1007 mbar,16 km
2020-01-10,14:30,,30 °C,Sunny.,35 km/h,↑,55%,1007 mbar,16 km
2020-01-10,15:00,,30 °C,Sunny.,35 km/h,↑,55%,1006 mbar,16 km
2020-01-10,15:30,,31 °C,Sunny.,39 km/h,↑,55%,1005 mbar,16 km
2020-01-10,16:00,,29 °C,Sunny.,44 km/h,↑,58%,1005 mbar,16 km
2020-01-10,16:30,,30 °C,Sunny.,46 km/h,↑,59%,1004 mbar,16 km
2020-01-10,17:00,,29 °C,Sunny.,46 km/h,↑,58%,1004 mbar,16 km
2020-01-10,17:30,,29 °C,Sunny.,35 km/h,↑,58%,1003 mbar,16 km
2020-01-10,18:00,,29 °C,Sunny.,41 km/h,↑,58%,1003 mbar,16 km
2020-01-10,18:30,,29 °C,Sunny.,44 km/h,↑,58%,1002 mbar,16 km
2020-01-10,18:49,,28 °C,Sunny.,44 km/h,↑,62%,1002 mbar,16 km
2020-01-10,19:00,,28 °C,Sunny.,48 km/h,↑,62%,1002 mbar,16 km
2020-01-10,19:30,,28 °C,Sunny.,43 km/h,↑,58%,1002 mbar,16 km
2020-01-10,20:00,,29 °C,Sunny.,39 km/h,↑,51%,1002 mbar,16 km
2020-01-10,20:30,,29 °C,Clear.,35 km/h,↑,55%,1002 mbar,16 km
2020-01-10,21:00,,28 °C,Clear.,15 km/h,↑,58%,1003 mbar,16 km
2020-01-10,21:30,,27 °C,Clear.,19 km/h,↑,66%,1003 mbar,16 km
2020-01-10,22:00,,27 °C,Clear.,15 km/h,↑,66%,1003 mbar,16 km
2020-01-10,22:30,,27 °C,Clear.,7 km/h,↑,70%,1002 mbar,16 km
2020-01-10,23:00,,27 °C,Clear.,9 km/h,↑,66%,1002 mbar,16 km
2020-01-10,23:30,,26 °C,Clear.,9 km/h,↑,70%,1002 mbar,16 km
2020-01-11,"00:00 Sat, 11 Jan",,26 °C,Clear.,13 km/h,↑,74%,1002 mbar,16 km
2020-01-11,00:30,,26 °C,Clear.,13 km/h,↑,74%,1001 mbar,16 km
2020-01-11,01:00,,26 °C,Clear.,No wind,↑,74%,1001 mbar,16 km
2020-01-11,01:32,,23 °C,Partly cloudy.,65 km/h,↑,78%,1004 mbar,5 km
2020-01-11,02:00,,21 °C,Sprinkles. Partly cloudy.,70 km/h,↑,83%,1004 mbar,5 km
2020-01-11,02:30,,21 °C,Scattered showers. Partly cloudy.,63 km/h,↑,83%,1005 mbar,6 km
2020-01-11,03:00,,21 °C,Partly cloudy.,69 km/h,↑,83%,1005 mbar,6 km
2020-01-11,03:30,,21 °C,Smoke.,67 km/h,↑,83%,1006 mbar,5 km
2020-01-11,04:00,,21 °C,Smoke.,59 km/h,↑,83%,1006 mbar,5 km
2020-01-11,04:33,,21 °C,Passing clouds.,57 km/h,↑,83%,1007 mbar,5 km
2020-01-11,05:00,,21 °C,Partly cloudy.,48 km/h,↑,88%,1007 mbar,5 km
2020-01-11,05:36,,21 °C,Passing clouds.,52 km/h,↑,88%,1009 mbar,5 km
2020-01-11,06:09,,20 °C,Drizzle. Partly sunny.,50 km/h,↑,88%,1010 mbar,6 km
2020-01-11,06:30,,20 °C,Scattered showers. Partly sunny.,44 km/h,↑,94%,1010 mbar,8 km
2020-01-11,07:00,,20 °C,Scattered showers. Broken clouds.,46 km/h,↑,88%,1011 mbar,9 km
2020-01-11,07:19,,20 °C,Light rain. Broken clouds.,43 km/h,↑,88%,1011 mbar,N/A
2020-01-11,07:30,,20 °C,Light rain. Broken clouds.,44 km/h,↑,83%,1010 mbar,N/A
2020-01-11,08:00,,20 °C,Light rain. Partly sunny.,43 km/h,↑,83%,1012 mbar,N/A
2020-01-11,08:30,,19 °C,Scattered showers. Partly sunny.,46 km/h,↑,83%,1012 mbar,N/A
2020-01-11,09:00,,20 °C,Partly sunny.,46 km/h,↑,83%,1013 mbar,N/A
2020-01-11,09:30,,20 °C,Broken clouds.,41 km/h,↑,78%,1013 mbar,N/A
2020-01-11,10:00,,21 °C,Broken clouds.,39 km/h,↑,73%,1013 mbar,N/A
2020-01-11,10:30,,21 °C,Partly sunny.,39 km/h,↑,73%,1013 mbar,N/A
2020-01-11,11:00,,21 °C,Broken clouds.,37 km/h,↑,69%,1013 mbar,N/A
2020-01-11,11:30,,21 °C,Broken clouds.,37 km/h,↑,69%,1013 mbar,N/A
2020-01-11,12:00,,21 °C,Overcast.,35 km/h,↑,69%,1013 mbar,N/A
2020-01-11,12:30,,21 °C,More clouds than sun.,35 km/h,↑,64%,1013 mbar,N/A
2020-01-11,13:00,,21 °C,Overcast.,32 km/h,↑,64%,1013 mbar,N/A
2020-01-11,13:30,,21 °C,Overcast.,32 km/h,↑,69%,1013 mbar,N/A
2020-01-11,14:00,,21 °C,Overcast.,32 km/h,↑,64%,1013 mbar,N/A
2020-01-11,14:30,,21 °C,Overcast.,30 km/h,↑,64%,1013 mbar,N/A
2020-01-11,15:00,,22 °C,Broken clouds.,28 km/h,↑,61%,1013 mbar,N/A
2020-01-11,15:30,,22 °C,Partly sunny.,28 km/h,↑,61%,1013 mbar,N/A
2020-01-11,16:00,,21 °C,Overcast.,28 km/h,↑,64%,1013 mbar,N/A
2020-01-11,16:30,,21 °C,Overcast.,26 km/h,↑,64%,1012 mbar,N/A
2020-01-11,17:00,,22 °C,Overcast.,24 km/h,↑,61%,1012 mbar,N/A
2020-01-11,17:30,,21 °C,Overcast.,19 km/h,↑,60%,1012 mbar,N/A
2020-01-11,18:00,,21 °C,Overcast.,20 km/h,↑,64%,1013 mbar,N/A
2020-01-11,18:30,,21 °C,Partly sunny.,20 km/h,↑,69%,1013 mbar,N/A
2020-01-11,19:00,,21 °C,Broken clouds.,19 km/h,↑,69%,1014 mbar,N/A
2020-01-11,19:30,,21 °C,Partly sunny.,19 km/h,↑,69%,1014 mbar,N/A
2020-01-11,20:00,,22 °C,Partly sunny.,19 km/h,↑,65%,1015 mbar,N/A
2020-01-11,20:30,,22 °C,Sprinkles. Passing clouds.,24 km/h,↑,69%,1015 mbar,N/A
2020-01-11,21:00,,21 °C,Scattered showers. Passing clouds.,22 km/h,↑,69%,1016 mbar,N/A
2020-01-11,21:30,,22 °C,Partly cloudy.,24 km/h,↑,65%,1016 mbar,N/A
2020-01-11,22:00,,22 °C,Partly cloudy.,22 km/h,↑,65%,1016 mbar,N/A
2020-01-11,22:30,,22 °C,Scattered showers. Partly cloudy.,28 km/h,↑,65%,1016 mbar,N/A
2020-01-11,23:00,,21 °C,Scattered showers. Partly cloudy.,28 km/h,↑,64%,1016 mbar,N/A
2020-01-11,23:30,,21 °C,Scattered showers. Passing clouds.,22 km/h,↑,64%,1016 mbar,N/A
2020-01-12,"00:00 Sun, 12 Jan",,21 °C,Partly cloudy.,22 km/h,↑,64%,1017 mbar,N/A
2020-01-12,00:30,,21 °C,Partly cloudy.,22 km/h,↑,64%,1016 mbar,N/A
2020-01-12,01:00,,21 °C,Scattered showers. Partly cloudy.,28 km/h,↑,64%,1016 mbar,N/A
2020-01-12,01:30,,21 °C,Scattered showers. Partly cloudy.,32 km/h,↑,57%,1016 mbar,N/A
2020-01-12,02:00,,21 °C,Partly cloudy.,30 km/h,↑,57%,1016 mbar,N/A
2020-01-12,02:30,,21 °C,Partly cloudy.,28 km/h,↑,60%,1016 mbar,9 km
2020-01-12,03:00,,21 °C,Partly cloudy.,28 km/h,↑,57%,1016 mbar,8 km
2020-01-12,03:30,,21 °C,Partly cloudy.,28 km/h,↑,60%,1016 mbar,8 km
2020-01-12,04:00,,21 °C,Partly cloudy.,26 km/h,↑,57%,1016 mbar,9 km
2020-01-12,04:30,,21 °C,Partly cloudy.,26 km/h,↑,57%,1016 mbar,8 km
2020-01-12,05:00,,21 °C,Scattered showers. Partly cloudy.,26 km/h,↑,57%,1016 mbar,N/A
2020-01-12,05:30,,20 °C,Partly cloudy.,28 km/h,↑,64%,1016 mbar,N/A
2020-01-12,06:00,,20 °C,Overcast.,19 km/h,↑,64%,1017 mbar,N/A
2020-01-12,06:30,,21 °C,Broken clouds.,22 km/h,↑,60%,1017 mbar,N/A
2020-01-12,07:00,,21 °C,Broken clouds.,28 km/h,↑,60%,1017 mbar,N/A
2020-01-12,07:30,,21 °C,Broken clouds.,24 km/h,↑,60%,1017 mbar,N/A
2020-01-12,08:30,,21 °C,Broken clouds.,20 km/h,↑,57%,1017 mbar,9 km
2020-01-12,09:00,,22 °C,Partly sunny.,20 km/h,↑,57%,1018 mbar,8 km
2020-01-12,09:30,,22 °C,More clouds than sun.,19 km/h,↑,57%,1018 mbar,7 km
2020-01-12,10:00,,22 °C,Broken clouds.,22 km/h,↑,61%,1018 mbar,8 km
2020-01-12,10:36,,21 °C,Sprinkles. Broken clouds.,17 km/h,↑,69%,1018 mbar,5 km
2020-01-12,11:00,,20 °C,Sprinkles. Broken clouds.,28 km/h,↑,78%,1018 mbar,5 km
2020-01-12,12:00,,19 °C,Sprinkles. Broken clouds.,22 km/h,↑,88%,1019 mbar,5 km
2020-01-12,12:30,,19 °C,Sprinkles. Broken clouds.,19 km/h,↑,88%,1019 mbar,5 km
2020-01-12,13:00,,20 °C,Sprinkles. Broken clouds.,24 km/h,↑,83%,1018 mbar,5 km
2020-01-12,13:30,,20 °C,Sprinkles. Broken clouds.,28 km/h,↑,83%,1018 mbar,6 km
2020-01-12,14:00,,19 °C,Sprinkles. Broken clouds.,28 km/h,↑,88%,1018 mbar,7 km
2020-01-12,14:30,,19 °C,Sprinkles. Broken clouds.,32 km/h,↑,88%,1018 mbar,8 km
2020-01-12,15:00,,19 °C,Sprinkles. Broken clouds.,30 km/h,↑,88%,1018 mbar,7 km
2020-01-12,15:30,,19 °C,Sprinkles. Partly sunny.,30 km/h,↑,88%,1018 mbar,7 km
2020-01-12,16:00,,20 °C,Scattered showers. Broken clouds.,28 km/h,↑,83%,1018 mbar,N/A
2020-01-12,16:30,,19 °C,Scattered showers. Broken clouds.,28 km/h,↑,83%,1018 mbar,N/A
2020-01-12,17:00,,19 °C,Scattered showers. Broken clouds.,33 km/h,↑,88%,1018 mbar,N/A
2020-01-12,17:30,,19 °C,Scattered showers. Broken clouds.,30 km/h,↑,83%,1018 mbar,N/A
2020-01-12,18:00,,19 °C,Scattered showers. Partly sunny.,26 km/h,↑,83%,1018 mbar,N/A
2020-01-12,18:30,,19 °C,Scattered showers. Broken clouds.,24 km/h,↑,83%,1018 mbar,N/A
2020-01-12,19:00,,19 °C,Sprinkles. Broken clouds.,17 km/h,↑,83%,1019 mbar,N/A
2020-01-12,19:30,,19 °C,Sprinkles. Broken clouds.,19 km/h,↑,88%,1019 mbar,N/A
2020-01-12,20:00,,20 °C,Sprinkles. Broken clouds.,15 km/h,↑,83%,1019 mbar,N/A
2020-01-12,20:30,,20 °C,Sprinkles. Partly cloudy.,15 km/h,↑,78%,1020 mbar,N/A
2020-01-12,21:00,,20 °C,Sprinkles. Partly cloudy.,9 km/h,↑,78%,1020 mbar,N/A
